Timekeeper ID,Timekeeper Name,Timekeeper Role,Timekeeper Status,Timekeeper Office,Timekeeper Department,Timekeeper Practice Group,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Matter Status,Matter Office,Matter Department,Matter Practice Group,Billing Attorney,Supervising Attorney,Responsible Attorney,Originating Attorney,Budget,Target,Client ID,Client Name,Client Address,Client Status,Client Type,Invoice ID,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Flat Fee Amount,Trust Balance,WIP Amount,AR Amount,Soft Costs,Hard Costs,Phase Code,Task Code,Activity Code,Time Entry Date,Time Entry Hours,Time Entry Description,Profitability Status,Risk Level,Underbilling Flag,Overutilization Flag,Discount Flag
TK0435,Virginia Thomas,Law Clerk,Active,London,Corporate,Family Law,1390,1342,MT0274,Robinson v. Austin,Litigation,Active,London,Litigation,Intellectual Property,Scott Johnson,Timothy Benson,Monica Jackson,David Cruz,394078,379,CL3516,Jones Ltd,"741 Lance Ridge
West Matthew, WI 69742",Active,Nonprofit,INV-47911,2/25/2025,48,64416,29,38918,785,654,60.42,12.66,57,76494,1342,25248,2188,7359,4086,1942,1492,Appeal,Deposition,Draft Motion,4/30/2024,10,Draft Motion for Robinson v. Austin,Profitable,Low,Yes,Yes,Yes
TK1695,Mark Palmer,Partner,Terminated,California,Litigation,M&A,252,128,MT1794,Wagner v. Stewart,Criminal Case,Active,London,Tax,M&A,Alicia Lin,Melissa Frey,Emma Bishop,Hunter Brown,322291,391,CL2567,Lopez and Sons,"PSC 1551, Box 0196
APO AP 28112",Active,Nonprofit,INV-86371,11/3/2024,134,17152,125,16000,1413,64,93.28,34.27,143,18304,128,0,2038,3726,8265,4787,2190,Discovery,Deposition,Draft Motion,5/2/2024,8,Draft Motion for Wagner v. Stewart,Unprofitable,High,Yes,Yes,Yes
TK4848,Thomas Humphrey,Associate,Terminated,London,Litigation,Criminal Defense,705,528,MT9891,Klein v. Kaiser,Litigation,Closed,California,Corporate,Criminal Defense,Craig Day,Angela Vasquez,Michael Rice,Eric Marquez,408205,302,CL6939,Matthew Greene,"9781 Chelsea Brook Apt. 893
North Kathyport, GA 08616",Active,Nonprofit,INV-01941,12/23/2024,97,51216,90,47520,1433,718,92.78,32.12,101,53328,528,25739,5497,19215,536,3303,763,Appeal,Deposition,Court Appearance,10/7/2024,3,Court Appearance for Klein v. Kaiser,Unprofitable,High,No,Yes,No
TK5422,Kristy Bailey,Partner,Terminated,London,Tax,Commercial Litigation,1225,1189,MT3514,Lamb v. Liu,Divorce,Closed,California,Litigation,Intellectual Property,Gregory Aguirre,Claudia Vasquez,Steven Ross,Samuel Ramirez,317023,150,CL2893,Smith-Bryant,"37444 Jodi Haven Apt. 777
South Matthewbury, MD 14829",Active,Corporation,INV-21716,6/24/2023,101,120089,90,107010,567,780,89.11,67.33,113,134357,1189,43395,5965,14270,521,3548,7912,Discovery,Research,Draft Motion,7/10/2024,9,Draft Motion for Lamb v. Liu,Unprofitable,Medium,No,No,No
TK6803,Carla Jones,Law Clerk,Active,New York,Employment,Criminal Defense,1299,1155,MT8265,Mays v. Ochoa,Criminal Case,Closed,New York,Corporate,Criminal Defense,Kelly Hunt,Ellen Reyes,Anthony Harper,Maria Sanchez,222303,380,CL3857,Henry-Brown,"0012 Timothy Motorway Suite 926
Williamsstad, NE 76694",Inactive,Individual,INV-94453,6/26/2024,117,135135,100,115500,128,315,85.47,30.79,136,157080,1155,0,9087,2779,8852,29,3898,Appeal,Research,Document Review,9/20/2024,10,Document Review for Mays v. Ochoa,Profitable,High,Yes,No,No
TK1986,Johnny Coleman,Law Clerk,Terminated,Sydney,Litigation,Commercial Litigation,1223,1062,MT0568,Solis v. Smith,Criminal Case,Closed,New York,Corporate,Intellectual Property,Glenn Baldwin,Dennis Chung,Christopher Peterson,Ebony White,106542,349,CL1507,Murray-Anderson,"0487 Valenzuela Pike Apt. 519
South Charlesborough, FM 77165",Active,Government,INV-53823,9/10/2024,146,155052,133,141246,1023,66,91.1,41.83,162,172044,1062,32979,4771,1750,5043,4912,8030,Settlement,Negotiation,Client Meeting,8/31/2024,7,Client Meeting for Solis v. Smith,Unprofitable,Medium,No,Yes,Yes
TK9219,William Leach,Law Clerk,Terminated,California,Litigation,Family Law,624,542,MT3928,Brown v. Brown,Patent Filing,Active,Sydney,Real Estate,Intellectual Property,Danny Munoz,Christopher Parker,Mitchell Chang,Angela Hanson,337314,451,CL4507,Richard Ritter,"4647 Ryan Centers
Port Robert, OR 35752",Inactive,Individual,INV-05413,8/5/2024,135,73170,121,65582,573,302,89.63,29.93,143,77506,542,0,5191,1410,762,2561,4117,Settlement,Research,Research Case Law,7/25/2024,2,Research Case Law for Brown v. Brown,Unprofitable,Medium,No,Yes,No
TK2626,James Howard,Law Clerk,Active,Sydney,Corporate,M&A,452,254,MT1636,White v. Hansen,Criminal Case,Active,London,Employment,Intellectual Property,Spencer Brown,Dustin Haynes,Andrew Wilson,Alicia Wyatt,448527,341,CL4081,Mcdonald Group,"444 Roberts Well Suite 582
Gentryland, MT 75420",Active,Individual,INV-19778,5/30/2024,195,49530,179,45466,629,48,91.79,57.18,210,53340,254,13766,4662,4664,5447,3,1243,Settlement,Filing,Client Meeting,6/13/2024,4,Client Meeting for White v. Hansen,Unprofitable,Medium,No,Yes,Yes
TK0365,Antonio Cox,Of Counsel,Active,Toronto,Employment,Intellectual Property,663,657,MT8068,Schroeder v. Nichols,Criminal Case,Closed,California,Employment,Commercial Litigation,Cheyenne Leonard,James Hull,Jennifer Holder,Shawn Espinoza,122789,138,CL4880,Robinson-Bennett,"Unit 2940 Box 8773
DPO AE 45316",Active,Individual,INV-83334,3/24/2023,79,51903,77,50589,1704,8,97.47,57.25,83,54531,657,0,2991,5192,8084,4128,7113,Document Review,Filing,Client Meeting,3/31/2024,6,Client Meeting for Schroeder v. Nichols,Unprofitable,High,No,No,Yes
TK1255,Alan Parks,Paralegal,Terminated,Toronto,Tax,Criminal Defense,883,844,MT4899,Good v. Turner,Litigation,Active,Toronto,Corporate,Intellectual Property,Jessica Johnson,Victoria Gardner,Brian Charles,Christina Ford,234850,479,CL6710,"Smith, Grant and Davis","84998 Adams Port Apt. 329
Port Gabriel, WY 38184",Active,Individual,INV-67114,2/26/2025,45,37980,28,23632,1854,859,62.22,9.39,65,54860,844,0,9509,17842,8736,3994,6395,Settlement,Deposition,Draft Motion,6/20/2024,5,Draft Motion for Good v. Turner,Profitable,Low,Yes,Yes,No
TK8880,Clinton Thomas,Associate,Terminated,Toronto,Litigation,Criminal Defense,448,431,MT0208,Steele v. Williams,Criminal Case,Closed,California,Litigation,M&A,Lisa Cook,Benjamin Mayer,Larry Stone,Kelly Davis,387788,242,CL8765,Ferguson-Lewis,"24087 Graham Shore
North Diane, WA 91497",Inactive,Government,INV-66634,10/10/2024,43,18533,34,14654,1783,230,79.07,17.77,45,19395,431,0,4956,14319,5760,3360,4266,Discovery,Deposition,Document Review,4/3/2024,4,Document Review for Steele v. Williams,Unprofitable,Low,Yes,No,Yes
TK6342,Mark Chung,Associate,Terminated,Toronto,Litigation,Intellectual Property,353,162,MT5660,Smith v. Roth,Litigation,Closed,London,Real Estate,Family Law,Victoria Rogers,Guy Gill,Heidi Hester,Ms. Mackenzie Love,441277,193,CL4943,Lori Cameron,"1281 Carr Track Suite 656
North Cory, CA 41226",Active,Nonprofit,INV-99523,12/4/2024,134,21708,125,20250,1488,97,93.28,69.43,154,24948,162,22194,6810,1767,4515,1587,8088,Document Review,Filing,Client Meeting,7/31/2024,6,Client Meeting for Smith v. Roth,Unprofitable,High,Yes,Yes,No
TK5737,Breanna Gutierrez,Associate,Terminated,Toronto,Real Estate,M&A,943,812,MT9669,Kelley v. Clark,Divorce,Active,London,Employment,Intellectual Property,Jack Rosales,James Cannon,John Greer,Mark Reynolds,413657,149,CL8877,"Phelps, George and Carey","493 Miller Estate
North Emilychester, KS 95028",Active,Corporation,INV-60873,6/4/2024,72,58464,68,55216,1894,314,94.44,48.32,89,72268,812,0,5258,8169,1276,2538,3171,Document Review,Drafting,Draft Motion,11/15/2024,7,Draft Motion for Kelley v. Clark,Profitable,High,No,Yes,Yes
TK5398,Amber Lopez,Partner,Active,London,Tax,Intellectual Property,767,760,MT5175,Brandt v. Wilson,Patent Filing,Active,Toronto,Real Estate,Commercial Litigation,Tara Harris,Patricia Wall,Linda Vaughan,Susan Hardin,129827,395,CL9388,"Preston, Yates and Harper","553 Megan Cove Suite 147
East Richardview, CA 01815",Inactive,Corporation,INV-15848,5/7/2023,139,105640,130,98800,1625,335,93.53,35.19,157,119320,760,11926,6880,8908,7211,4649,8478,Document Review,Drafting,Document Review,2/3/2025,5,Document Review for Brandt v. Wilson,Profitable,Low,Yes,Yes,Yes
TK7954,Samantha Cruz,Paralegal,Terminated,Toronto,Tax,Family Law,652,560,MT1776,Mccoy v. Mullins,Divorce,Closed,Sydney,Employment,Commercial Litigation,Danielle Thomas,Julie Johnson,Ruth Phillips,John Nguyen,323403,168,CL5967,Stevenson Inc,"5475 Mccoy Ports Suite 864
South Amyside, KS 18988",Inactive,Corporation,INV-05368,4/2/2024,59,33040,55,30800,191,14,93.22,35.12,79,44240,560,19884,6622,17035,8207,4150,8523,Appeal,Negotiation,Research Case Law,8/15/2024,8,Research Case Law for Mccoy v. Mullins,Profitable,High,Yes,No,Yes
TK0854,Jacob Mathis,Law Clerk,Active,Sydney,Tax,Family Law,926,838,MT1842,Moreno v. Dorsey,Divorce,Active,Toronto,Litigation,Intellectual Property,Natalie Pratt,Nancy Davis,Kristen Riley,Leslie Warren,438655,276,CL6471,Michael Gross,"215 Page Bridge
North Jerry, ID 98552",Inactive,Nonprofit,INV-86094,2/24/2025,145,121510,135,113130,829,248,93.1,52.54,146,122348,838,0,9825,4903,9114,1839,2173,Document Review,Research,Court Appearance,6/28/2024,1,Court Appearance for Moreno v. Dorsey,Unprofitable,Low,No,No,Yes
TK0825,Nancy Williams,Partner,Active,New York,Employment,Intellectual Property,773,584,MT4299,Campbell v. Smith,Divorce,Active,California,Litigation,Family Law,Brenda Wilson,Brett Lopez,Molly Cohen,Lisa Morris,156028,187,CL9551,Bradley-Gomez,"5182 Gonzales Mill Apt. 505
New Travis, WV 12065",Active,Government,INV-37664,10/31/2024,47,27448,31,18104,609,118,65.96,25.13,62,36208,584,28661,3216,11953,300,313,1204,Appeal,Research,Client Meeting,8/16/2024,8,Client Meeting for Campbell v. Smith,Profitable,Low,No,Yes,No
TK3330,Amy Hayden,Law Clerk,Active,London,Litigation,Family Law,1097,981,MT2233,Edwards v. Roman,M&A,Closed,London,Litigation,Intellectual Property,Seth Peters,Steven Williams,Darius Norton,Jeffrey Wilson,212072,121,CL9044,"Stone, Huber and Lindsey","Unit 2207 Box 3818
DPO AE 21279",Active,Nonprofit,INV-09834,9/13/2023,39,38259,33,32373,1119,21,84.62,32.23,47,46107,981,37164,4093,15030,5591,3790,6571,Trial,Negotiation,Document Review,8/2/2024,1,Document Review for Edwards v. Roman,Unprofitable,Medium,Yes,No,No
TK6258,Kristine Mckay,Of Counsel,Active,London,Employment,Family Law,276,113,MT3577,King v. Martin,Patent Filing,Closed,London,Real Estate,Family Law,Stephen Bryant,Adam Moore,Troy Smith,Shawn Green,239471,434,CL8644,Denise Norris,"PSC 9447, Box 2725
APO AA 94788",Inactive,Individual,INV-65928,7/9/2023,36,4068,35,3955,1751,958,97.22,8.29,54,6102,113,0,3926,11624,8216,4459,5308,Discovery,Negotiation,Court Appearance,9/6/2024,3,Court Appearance for King v. Martin,Unprofitable,Medium,Yes,No,Yes
TK9628,Kristin Morrison,Associate,Active,Toronto,Corporate,Family Law,1227,1127,MT7607,Taylor v. King,M&A,Closed,Sydney,Corporate,Intellectual Property,John Morgan,Maureen Hill,Luke Luna Jr.,Elizabeth Tyler,147027,194,CL7610,"Green, Morris and Alexander","640 Julie Ville
Port Stephanie, MA 79974",Active,Individual,INV-29622,5/30/2024,61,68747,54,60858,1290,456,88.52,31.44,63,71001,1127,26234,6013,10740,4284,206,611,Settlement,Deposition,Draft Motion,1/18/2025,6,Draft Motion for Taylor v. King,Unprofitable,Medium,No,No,No
TK5514,Veronica Mcdowell,Associate,Terminated,California,Corporate,Commercial Litigation,316,270,MT0351,Jenkins v. Cooper,Divorce,Active,London,Tax,Family Law,Diane Moore,Pamela Bartlett,Kevin Foster,Cody Jones,168535,323,CL0541,Jason Nelson,"Unit 8881 Box 7419
DPO AE 42913",Active,Nonprofit,INV-59153,9/4/2023,127,34290,109,29430,46,843,85.83,39.32,139,37530,270,0,7228,5757,4225,1370,9139,Document Review,Drafting,Client Meeting,6/16/2024,3,Client Meeting for Jenkins v. Cooper,Profitable,High,No,Yes,No
TK5464,Dr. Jennifer Rodriguez,Paralegal,Active,California,Corporate,Family Law,567,506,MT1132,Douglas v. Montoya,Litigation,Active,London,Corporate,M&A,David Liu,William Gallagher,Nicholas Smith,Albert Garcia,421662,274,CL1063,"Patel, Gonzalez and Johnson","05677 Rebecca Flats
Lake Darryltown, AK 68781",Inactive,Government,INV-53093,6/11/2023,144,72864,128,64768,653,207,88.89,52.55,164,82984,506,44307,4380,6578,9635,4422,7789,Trial,Drafting,Court Appearance,12/6/2024,6,Court Appearance for Douglas v. Montoya,Unprofitable,Low,No,No,No
TK1937,Paul Lane,Associate,Terminated,New York,Employment,Intellectual Property,641,600,MT4940,Vazquez v. Chang,M&A,Active,New York,Corporate,Commercial Litigation,Timothy Martinez,Charles Salinas,Anita Martinez,Michelle Walker,96464,330,CL2607,Goodman PLC,"96607 Cummings Heights Suite 374
South Charleshaven, MT 53616",Active,Nonprofit,INV-17919,2/12/2025,128,76800,127,76200,1856,873,99.22,38.79,145,87000,600,0,2875,12189,6529,2910,1480,Discovery,Deposition,Client Meeting,10/30/2024,8,Client Meeting for Vazquez v. Chang,Unprofitable,High,Yes,Yes,No
TK9843,Jack Webb,Partner,Terminated,Toronto,Tax,Commercial Litigation,1338,1162,MT9445,Gibson v. Wagner,M&A,Closed,London,Real Estate,M&A,Christopher Brown,Derrick Garza,Stephanie Durham,Meghan Martinez,297960,500,CL2444,Jason Vasquez,"766 Lance Harbor
Susanmouth, NH 96723",Inactive,Nonprofit,INV-77559,10/22/2024,41,47642,34,39508,35,567,82.93,8.2,51,59262,1162,5707,3994,14423,606,504,5228,Settlement,Drafting,Client Meeting,2/16/2025,4,Client Meeting for Gibson v. Wagner,Unprofitable,Medium,No,No,No
TK4692,Lisa Chavez,Paralegal,Active,California,Tax,Criminal Defense,895,790,MT2608,Carter v. Carroll,Patent Filing,Active,Sydney,Tax,Commercial Litigation,Jonathon Austin,Jamie Barnes,Marc Martin,Vanessa Marshall,437463,221,CL0233,Joshua Boyer,"125 Gray Cliff
South Elizabeth, MP 94014",Active,Individual,INV-30965,1/25/2024,145,114550,136,107440,172,394,93.79,65.61,158,124820,790,20707,4813,4474,8089,4901,2264,Discovery,Research,Client Meeting,9/14/2024,9,Client Meeting for Carter v. Carroll,Profitable,High,Yes,No,Yes
TK3067,Michael Moore,Associate,Active,New York,Real Estate,Criminal Defense,1160,968,MT8900,Murphy v. Miller,Patent Filing,Active,New York,Corporate,Criminal Defense,Jacqueline Mason,Sharon Porter,Amanda Simmons,Elizabeth Watts,425343,103,CL1084,"Lopez, Hayes and Washington","871 Dickerson Mountain Suite 199
Garyborough, WI 02927",Active,Individual,INV-18064,7/27/2024,160,154880,153,148104,588,533,95.62,155.34,179,173272,968,0,1027,2498,5444,4817,4950,Appeal,Negotiation,Document Review,2/15/2025,10,Document Review for Murphy v. Miller,Profitable,Medium,No,Yes,No
TK3778,Mathew Tucker,Paralegal,Active,Sydney,Litigation,Family Law,1323,1222,MT7405,Khan v. Cooper,Criminal Case,Closed,New York,Real Estate,Commercial Litigation,Brian Vasquez,Rodney Whitehead,Douglas Williams,Kelly Garza,441972,421,CL4710,"Contreras, Barker and Travis","0921 Jason Roads Apt. 642
Claytonstad, OR 02886",Active,Government,INV-75158,8/6/2024,99,120978,84,102648,896,757,84.85,23.52,115,140530,1222,0,5522,1145,1531,4733,2495,Document Review,Deposition,Client Meeting,1/16/2025,9,Client Meeting for Khan v. Cooper,Unprofitable,High,Yes,Yes,No
TK3903,Tiffany Lee,Partner,Terminated,Toronto,Real Estate,Family Law,1053,965,MT0517,King v. Dudley,Patent Filing,Closed,London,Litigation,Intellectual Property,Christian Valdez,Seth Sims Jr.,Amy Adams,Douglas Dyer,105882,468,CL5601,"Newman, Jenkins and Beck","430 Thomas Green Suite 805
Glovermouth, GU 33860",Inactive,Corporation,INV-89215,5/24/2023,85,82025,80,77200,151,844,94.12,18.16,90,86850,965,0,142,5195,1805,2717,1579,Settlement,Filing,Draft Motion,10/13/2024,5,Draft Motion for King v. Dudley,Profitable,High,No,Yes,No
TK1897,Edwin Martin MD,Of Counsel,Active,London,Tax,Criminal Defense,620,589,MT7197,Burns v. Clay,Litigation,Active,Sydney,Tax,Commercial Litigation,Charles Hall,Anthony Taylor,Melissa Newman,Ryan Brown,158719,110,CL3367,Roberts PLC,"23785 Gonzalez Summit Suite 738
New Kimberly, MS 70974",Active,Individual,INV-51952,12/2/2024,107,63023,103,60667,1158,330,96.26,97.27,118,69502,589,0,1451,6677,1578,4268,8140,Settlement,Research,Client Meeting,9/14/2024,4,Client Meeting for Burns v. Clay,Unprofitable,High,No,Yes,No
TK3149,Jonathan Anderson,Law Clerk,Terminated,Sydney,Employment,M&A,545,506,MT0610,Wilson v. Obrien,Patent Filing,Active,Sydney,Litigation,Intellectual Property,Lisa Walker,Catherine Foley,Jonathan Rivera,Kyle Gonzalez,238138,166,CL5122,Gomez-Knapp,"Unit 7806 Box 3634
DPO AP 24766",Active,Individual,INV-33478,11/16/2023,109,55154,97,49082,824,593,88.99,65.66,126,63756,506,20662,3023,19659,6587,2304,7459,Settlement,Drafting,Client Meeting,5/6/2024,9,Client Meeting for Wilson v. Obrien,Unprofitable,High,Yes,No,No
TK0117,Rachel Miller MD,Paralegal,Terminated,Toronto,Corporate,Intellectual Property,840,661,MT6915,Jones v. Spencer,Divorce,Closed,London,Litigation,Commercial Litigation,Colleen Johnson,Tom Mckinney,Richard Wood,Samantha Skinner,230714,234,CL1421,Jonathan Gutierrez,"03635 Karen Harbor
South Michael, NY 61713",Active,Government,INV-82338,4/11/2024,157,103777,149,98489,455,796,94.9,67.09,166,109726,661,26916,2262,13820,7879,3381,9163,Trial,Research,Court Appearance,11/17/2024,10,Court Appearance for Jones v. Spencer,Unprofitable,Low,Yes,No,No
TK2229,Michael Barker,Paralegal,Active,Sydney,Employment,Criminal Defense,1064,903,MT2274,Munoz v. Alvarez,Divorce,Closed,London,Litigation,Criminal Defense,Matthew Poole,Michael Johnson PhD,Nancy White,Donald Murphy,53534,396,CL2196,Thomas Miller,"54941 Joseph Ramp Suite 499
Lake Maryburgh, MD 66190",Inactive,Individual,INV-99914,7/2/2024,107,96621,100,90300,1886,712,93.46,27.02,119,107457,903,0,3718,8746,7476,3974,7101,Document Review,Drafting,Document Review,6/20/2024,4,Document Review for Munoz v. Alvarez,Profitable,Medium,Yes,Yes,No
TK9489,Dwayne York,Associate,Active,London,Employment,Criminal Defense,770,591,MT4438,Bailey v. Morris,Patent Filing,Closed,London,Real Estate,M&A,Karen Kramer,Michael Turner,Barbara Fleming,Christopher Wright,323942,166,CL5259,Duke-Lee,"Unit 2275 Box 5259
DPO AE 01484",Active,Government,INV-15040,4/29/2024,30,17730,29,17139,481,480,96.67,18.07,48,28368,591,0,5548,13202,9452,1389,5379,Trial,Drafting,Document Review,6/24/2024,3,Document Review for Bailey v. Morris,Profitable,Medium,Yes,No,Yes
TK2049,Christian Campbell,Associate,Terminated,California,Employment,Commercial Litigation,1370,1225,MT3107,Cole v. Snyder,M&A,Active,Sydney,Real Estate,Criminal Defense,Connie Barber,Andrew Richardson,Joseph Smith,Anthony House,166436,375,CL2862,Cindy Terry,"7328 Laura Wells Suite 445
West Ronald, ME 96231",Active,Corporation,INV-93612,11/29/2024,193,236425,186,227850,323,78,96.37,51.47,198,242550,1225,0,2267,4582,4590,248,2388,Settlement,Deposition,Court Appearance,4/27/2024,3,Court Appearance for Cole v. Snyder,Profitable,Medium,Yes,Yes,Yes
TK3202,Chad Parsons,Paralegal,Terminated,London,Corporate,Commercial Litigation,600,491,MT6623,Williams v. Griffin,M&A,Closed,Toronto,Litigation,Commercial Litigation,Stephanie Jackson,Regina Brown,Howard Moore,Matthew Lindsey,65867,467,CL5893,Allen-Harvey,"94963 Brewer Loaf Apt. 405
Brittanyshire, CT 86950",Active,Corporation,INV-79111,5/14/2024,187,91817,172,84452,1987,244,91.98,40.04,207,101637,491,30677,7025,19289,1397,4060,8895,Settlement,Research,Document Review,5/26/2024,1,Document Review for Williams v. Griffin,Profitable,Medium,Yes,No,Yes
TK8729,Bryan Cameron,Paralegal,Active,New York,Real Estate,M&A,1470,1433,MT9795,Duran v. Murray,Criminal Case,Active,London,Tax,Commercial Litigation,Raymond Montgomery,Jessica Moss,Samuel Joseph,David Bailey,406291,172,CL1358,"King, Becker and Frazier","603 Black Row Suite 351
Markside, CA 51552",Active,Corporation,INV-78114,2/22/2025,139,199187,128,183424,1669,62,92.09,80.81,140,200620,1433,37040,9407,18847,4941,1917,9451,Trial,Deposition,Research Case Law,9/30/2024,9,Research Case Law for Duran v. Murray,Profitable,High,Yes,No,Yes
TK7413,Carrie Mendoza,Associate,Terminated,New York,Litigation,Family Law,869,854,MT0050,Jimenez v. Ray,Criminal Case,Active,Sydney,Corporate,Commercial Litigation,Angela Ramirez,Christine Sullivan,Kristine Martinez,David Wagner,153269,308,CL2958,Cisneros Group,"6965 Anna Springs Suite 425
Coxburgh, UT 11352",Inactive,Nonprofit,INV-95287,7/31/2023,47,40138,36,30744,1484,638,76.6,15.26,53,45262,854,8088,2719,1389,4347,1759,1979,Settlement,Research,Court Appearance,7/10/2024,6,Court Appearance for Jimenez v. Ray,Unprofitable,High,Yes,Yes,Yes
TK2941,David Adams,Partner,Terminated,California,Tax,Criminal Defense,574,423,MT4248,Fox v. Love,Criminal Case,Closed,New York,Employment,Commercial Litigation,Tina Sawyer,Eric Jordan,Joshua Valdez,Alyssa Young,71315,193,CL9619,"Henry, Lopez and George","201 Mason Light
Richardville, AS 95552",Active,Corporation,INV-21485,8/22/2024,27,11421,9,3807,353,152,33.33,13.99,45,19035,423,16361,7027,1316,7448,4010,2366,Appeal,Research,Document Review,10/4/2024,9,Document Review for Fox v. Love,Unprofitable,High,No,No,Yes
TK1091,Frank Adams,Of Counsel,Terminated,California,Corporate,Criminal Defense,490,463,MT3616,Hale v. Garcia,Criminal Case,Active,London,Corporate,Intellectual Property,Debra Thomas,Sara Rosario,Anthony Schultz,Ryan Lopez,129236,413,CL4399,Mckinney-Tucker,"7828 Williams River Suite 562
New Daniel, GU 66110",Active,Individual,INV-05134,1/19/2024,124,57412,123,56949,1083,673,99.19,30.02,140,64820,463,0,7312,997,4253,1217,8097,Settlement,Filing,Document Review,11/27/2024,9,Document Review for Hale v. Garcia,Profitable,Low,Yes,Yes,Yes
