Timekeeper ID,Timekeeper Name,Timekeeper Role,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Client ID,Client Name,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Time Entry Date,Time Entry Hours,Time Entry Description,Underbilling Flag,Discount Flag
TK1937,Paul Lane,Associate,641,600,MT4940,Vazquez v. Chang,M&A,CL2607,Goodman PLC,2/12/2025,128,76800,127,76200,1856,873,99.22,38.79,145,87000,600,10/30/2024,8,Client Meeting for Vazquez v. Chang,Yes,No
TK9843,Jack Webb,Partner,1338,1162,MT9445,Gibson v. Wagner,M&A,CL2444,Jason Vasquez,10/22/2024,41,47642,34,39508,35,567,82.93,8.2,51,59262,1162,2/16/2025,4,Client Meeting for Gibson v. Wagner,No,No
TK4692,Lisa Chavez,Paralegal,895,790,MT2608,Carter v. Carroll,Patent Filing,CL0233,Joshua Boyer,1/25/2024,145,114550,136,107440,172,394,93.79,65.61,158,124820,790,9/14/2024,9,Client Meeting for Carter v. Carroll,Yes,Yes
TK3067,Michael Moore,Associate,1160,968,MT8900,Murphy v. Miller,Patent Filing,CL1084,"Lopez, Hayes and Washington",7/27/2024,160,154880,153,148104,588,533,95.62,155.34,179,173272,968,2/15/2025,10,Document Review for Murphy v. Miller,No,No
TK3778,Mathew Tucker,Paralegal,1323,1222,MT7405,Khan v. Cooper,Criminal Case,CL4710,"Contreras, Barker and Travis",8/6/2024,99,120978,84,102648,896,757,84.85,23.52,115,140530,1222,1/16/2025,9,Client Meeting for Khan v. Cooper,Yes,No
TK3903,Tiffany Lee,Partner,1053,965,MT0517,King v. Dudley,Patent Filing,CL5601,"Newman, Jenkins and Beck",5/24/2023,85,82025,80,77200,151,844,94.12,18.16,90,86850,965,10/13/2024,5,Draft Motion for King v. Dudley,No,No
TK1897,Edwin Martin MD,Of Counsel,620,589,MT7197,Burns v. Clay,Litigation,CL3367,Roberts PLC,12/2/2024,107,63023,103,60667,1158,330,96.26,97.27,118,69502,589,9/14/2024,4,Client Meeting for Burns v. Clay,No,No
TK3149,Jonathan Anderson,Law Clerk,545,506,MT0610,Wilson v. Obrien,Patent Filing,CL5122,Gomez-Knapp,11/16/2023,109,55154,97,49082,824,593,88.99,65.66,126,63756,506,5/6/2024,9,Client Meeting for Wilson v. Obrien,Yes,No
TK0117,Rachel Miller MD,Paralegal,840,661,MT6915,Jones v. Spencer,Divorce,CL1421,Jonathan Gutierrez,4/11/2024,157,103777,149,98489,455,796,94.9,67.09,166,109726,661,11/17/2024,10,Court Appearance for Jones v. Spencer,Yes,No
TK2229,Michael Barker,Paralegal,1064,903,MT2274,Munoz v. Alvarez,Divorce,CL2196,Thomas Miller,7/2/2024,107,96621,100,90300,1886,712,93.46,27.02,119,107457,903,6/20/2024,4,Document Review for Munoz v. Alvarez,Yes,No
TK9489,Dwayne York,Associate,770,591,MT4438,Bailey v. Morris,Patent Filing,CL5259,Duke-Lee,4/29/2024,30,17730,29,17139,481,480,96.67,18.07,48,28368,591,6/24/2024,3,Document Review for Bailey v. Morris,Yes,Yes
TK2049,Christian Campbell,Associate,1370,1225,MT3107,Cole v. Snyder,M&A,CL2862,Cindy Terry,11/29/2024,193,236425,186,227850,323,78,96.37,51.47,198,242550,1225,4/27/2024,3,Court Appearance for Cole v. Snyder,Yes,Yes
TK3202,Chad Parsons,Paralegal,600,491,MT6623,Williams v. Griffin,M&A,CL5893,Allen-Harvey,5/14/2024,187,91817,172,84452,1987,244,91.98,40.04,207,101637,491,5/26/2024,1,Document Review for Williams v. Griffin,Yes,Yes
TK8729,Bryan Cameron,Paralegal,1470,1433,MT9795,Duran v. Murray,Criminal Case,CL1358,"King, Becker and Frazier",2/22/2025,139,199187,128,183424,1669,62,92.09,80.81,140,200620,1433,9/30/2024,9,Research Case Law for Duran v. Murray,Yes,Yes
TK7413,Carrie Mendoza,Associate,869,854,MT0050,Jimenez v. Ray,Criminal Case,CL2958,Cisneros Group,7/31/2023,47,40138,36,30744,1484,638,76.6,15.26,53,45262,854,7/10/2024,6,Court Appearance for Jimenez v. Ray,Yes,Yes
TK2941,David Adams,Partner,574,423,MT4248,Fox v. Love,Criminal Case,CL9619,"Henry, Lopez and George",8/22/2024,27,11421,9,3807,353,152,33.33,13.99,45,19035,423,10/4/2024,9,Document Review for Fox v. Love,No,Yes
TK1091,Frank Adams,Of Counsel,490,463,MT3616,Hale v. Garcia,Criminal Case,CL4399,Mckinney-Tucker,1/19/2024,124,57412,123,56949,1083,673,99.19,30.02,140,64820,463,11/27/2024,9,Document Review for Hale v. Garcia,Yes,Yes
TK9773,Douglas Ballard,Partner,1001,803,MT2236,Reed v. Lane,Litigation,CL0628,"Daniel, Walker and Lewis",4/7/2023,27,21681,10,8030,1276,612,37.04,14.59,41,32923,803,1/30/2025,1,Document Review for Reed v. Lane,No,Yes
TK0144,James Allen,Paralegal,1468,1367,MT1105,Howell v. Rogers,Divorce,CL9325,"Garcia, Martinez and Carlson",7/9/2024,169,231023,159,217353,846,357,94.08,97.13,177,241959,1367,7/5/2024,10,Client Meeting for Howell v. Rogers,No,Yes
TK8405,Samantha Hunter,Associate,1203,1041,MT0010,Bowen v. Johnson,Criminal Case,CL3332,"Saunders, Clark and Spencer",9/20/2023,90,93690,71,73911,463,573,78.89,18.29,105,109305,1041,10/25/2024,1,Court Appearance for Bowen v. Johnson,Yes,No
TK1679,Jennifer Hogan,Paralegal,328,165,MT7173,Price v. Scott,Litigation,CL2754,Ralph Jackson,10/13/2023,24,3960,22,3630,1019,854,91.67,6.78,39,6435,165,3/1/2025,2,Court Appearance for Price v. Scott,Yes,Yes
TK5068,Wayne Ross,Paralegal,1234,1036,MT7113,Reeves v. White,M&A,CL4242,"Wilson, Sanders and Singleton",6/12/2024,71,73556,67,69412,900,71,94.37,40.11,74,76664,1036,8/19/2024,2,Research Case Law for Reeves v. White,Yes,No
TK5726,Sandra Mcdaniel,Law Clerk,1420,1295,MT5065,Meyer v. Bird,Divorce,CL7317,Daniel-Juarez,3/2/2024,40,51800,39,50505,478,421,97.5,13.38,60,77700,1295,12/26/2024,8,Document Review for Meyer v. Bird,Yes,Yes
TK1645,Henry Morse,Law Clerk,821,719,MT8070,Monroe v. Green,Litigation,CL5823,Horn-Williams,11/24/2023,165,118635,149,107131,22,611,90.3,124.06,166,119354,719,8/26/2024,10,Client Meeting for Monroe v. Green,Yes,No
TK2178,Emily Smith,Paralegal,1406,1306,MT3552,Thomas v. Ruiz,Litigation,CL4990,"Bailey, Williamson and Warren",9/30/2023,122,159332,115,150190,1662,308,94.26,86.52,134,175004,1306,5/8/2024,9,Document Review for Thomas v. Ruiz,No,No
TK9215,Sherri Cunningham,Partner,1304,1302,MT7992,Gonzales v. Guerrero,Criminal Case,CL8228,Caldwell-Gibson,11/25/2023,159,207018,144,187488,1777,471,90.57,36.38,168,218736,1302,12/31/2024,6,Document Review for Gonzales v. Guerrero,No,No
TK2118,Nathaniel Hayes,Paralegal,203,148,MT5777,Smith v. Avila,Litigation,CL7282,"Golden, Cabrera and Ward",3/11/2024,113,16724,97,14356,1119,922,85.84,46.12,132,19536,148,11/6/2024,8,Court Appearance for Smith v. Avila,Yes,Yes
TK9011,James Diaz,Law Clerk,389,368,MT9244,Davis v. Peterson,Litigation,CL9916,Rodriguez-Johnson,5/18/2024,47,17296,37,13616,1982,521,78.72,33.33,47,17296,368,1/23/2025,10,Draft Motion for Davis v. Peterson,No,Yes
TK2332,Dennis Martinez,Partner,323,262,MT6709,Crane v. Cuevas,Litigation,CL3475,"Salinas, Wilcox and Gonzalez",10/29/2024,190,49780,180,47160,259,481,94.74,127.52,204,53448,262,11/13/2024,2,Research Case Law for Crane v. Cuevas,Yes,No
TK3294,Sara Davidson,Associate,1318,1207,MT4530,Gonzalez v. Holland,Criminal Case,CL9467,"Perez, Dickerson and Franco",3/10/2024,62,74834,58,70006,1252,564,93.55,19.08,82,98974,1207,1/12/2025,5,Court Appearance for Gonzalez v. Holland,Yes,Yes
TK0981,Thomas Garner MD,Paralegal,1298,1107,MT5314,Flores v. Morse,M&A,CL6366,Pennington-Morgan,2/18/2024,67,74169,52,57564,255,387,77.61,31.46,79,87453,1107,2/17/2025,4,Client Meeting for Flores v. Morse,No,No
TK7605,Wendy Roberts,Partner,1032,930,MT6583,Dyer v. Valencia,Patent Filing,CL2632,Michael Montes,7/28/2023,158,146940,148,137640,1703,798,93.67,67.81,170,158100,930,6/23/2024,6,Document Review for Dyer v. Valencia,Yes,No
TK0404,Sara Brown,Of Counsel,955,835,MT7430,Jones v. Murray,Divorce,CL9272,"Scott, Reeves and Young",3/10/2025,74,61790,72,60120,1323,184,97.3,29.37,82,68470,835,11/17/2024,4,Document Review for Jones v. Murray,Yes,Yes
TK1386,Brandy Love,Law Clerk,536,444,MT6958,Harris v. Harrington,Criminal Case,CL6429,Kiara Mclaughlin,9/12/2024,169,75036,155,68820,340,546,91.72,61.45,176,78144,444,8/6/2024,6,Draft Motion for Harris v. Harrington,No,Yes
TK9042,Susan Hawkins,Associate,394,240,MT9729,Clark v. Roth,M&A,CL6462,Martinez-Rodriguez,6/4/2023,140,33600,126,30240,1126,272,90,60.09,140,33600,240,3/20/2025,8,Research Case Law for Clark v. Roth,No,No
TK7183,Tracy Thompson,Of Counsel,352,255,MT0934,Bolton v. Keller,Patent Filing,CL6701,Carlos Downs,8/4/2024,169,43095,160,40800,631,651,94.67,84.5,169,43095,255,12/15/2024,10,Research Case Law for Bolton v. Keller,Yes,Yes
TK4965,Daniel Clark,Law Clerk,1251,1215,MT8237,Davis v. Perez,Litigation,CL1065,Johnson LLC,4/7/2024,163,198045,155,188325,1934,88,95.09,103.82,182,221130,1215,10/2/2024,10,Court Appearance for Davis v. Perez,Yes,No
TK6682,Marcus Silva,Of Counsel,400,314,MT0732,Guzman v. Macdonald,Litigation,CL0904,"Osborne, Haynes and Cohen",6/26/2023,71,22294,58,18212,1917,859,81.69,31.28,75,23550,314,1/27/2025,3,Document Review for Guzman v. Macdonald,Yes,No
TK0694,Hector Robertson,Paralegal,1266,1262,MT4673,Richardson v. Camacho,M&A,CL2054,Guerra LLC,6/14/2024,175,220850,168,212016,584,465,96,93.09,186,234732,1262,12/29/2024,8,Client Meeting for Richardson v. Camacho,No,Yes
TK3400,Timothy Martin,Associate,171,-15,MT2148,Goodman v. Clayton,Litigation,CL8093,Campbell LLC,12/28/2023,22,-330,12,-180,143,206,0,6.69,39,-585,-15,2/8/2025,5,Court Appearance for Goodman v. Clayton,No,Yes
TK2726,David Flowers,Partner,651,606,MT7834,Grant v. French,Litigation,CL8335,"Perry, Wright and Hebert",9/11/2024,113,68478,113,68478,268,771,100,53.3,121,73326,606,1/8/2025,4,Document Review for Grant v. French,No,Yes
TK6411,Daniel Aguirre,Of Counsel,293,105,MT2779,Williams v. Davidson,Patent Filing,CL6008,Green-Lee,11/13/2024,167,17535,160,16800,1441,861,95.81,52.35,170,17850,105,7/26/2024,8,Research Case Law for Williams v. Davidson,No,No
TK3935,Jennifer West,Paralegal,396,386,MT2093,Peters v. Campbell,M&A,CL4421,Lynch Inc,5/17/2024,162,62532,148,57128,577,37,91.36,46.15,162,62532,386,1/20/2025,8,Client Meeting for Peters v. Campbell,Yes,Yes
TK4506,Dr. Suzanne Smith,Partner,1194,1022,MT0576,Rodriguez v. Hamilton,Litigation,CL6910,Deanna Arnold,1/31/2024,126,128772,114,116508,1347,719,90.48,67.02,132,134904,1022,3/17/2025,3,Court Appearance for Rodriguez v. Hamilton,No,No
TK7777,Shannon Johnson,Paralegal,457,320,MT2488,Stevens v. Lewis,Patent Filing,CL8745,Williamson Inc,9/25/2024,151,48320,144,46080,208,303,95.36,77.84,163,52160,320,2/2/2025,8,Research Case Law for Stevens v. Lewis,No,Yes
TK5532,Tina Hanna,Associate,1414,1252,MT6894,Byrd v. Fuentes,Patent Filing,CL1720,Bianca Crane,7/30/2023,75,93900,58,72616,1495,220,77.33,18.52,81,101412,1252,10/2/2024,10,Client Meeting for Byrd v. Fuentes,Yes,Yes
TK7651,Jennifer Young,Partner,561,457,MT0182,Pena v. Leonard,Divorce,CL8058,Lawson Group,4/16/2024,133,60781,126,57582,1054,576,94.74,54.29,147,67179,457,2/9/2025,9,Court Appearance for Pena v. Leonard,Yes,No
TK5148,Robert Reynolds,Law Clerk,303,198,MT8322,Jenkins v. Combs,Patent Filing,CL5616,Harris-Hall,10/17/2023,145,28710,137,27126,1383,637,94.48,130.63,150,29700,198,3/13/2025,2,Research Case Law for Jenkins v. Combs,No,No
TK1978,Zachary Smith,Law Clerk,1302,1284,MT0717,Everett v. Stephens,M&A,CL1722,Jose White,9/30/2024,192,246528,174,223416,1484,854,90.62,80,211,270924,1284,8/28/2024,6,Client Meeting for Everett v. Stephens,No,Yes
TK9292,Jerry Ellis,Law Clerk,172,113,MT6686,Baker v. Miller,Divorce,CL6692,Paul PLC,6/19/2023,178,20114,171,19323,1727,335,96.07,160.36,182,20566,113,1/4/2025,10,Client Meeting for Baker v. Miller,No,Yes
TK7204,Kimberly Tucker,Law Clerk,725,558,MT8574,Brown v. Davis,Litigation,CL3466,Brian Schultz,6/24/2023,100,55800,100,55800,1529,475,100,60.98,112,62496,558,12/10/2024,4,Document Review for Brown v. Davis,No,No
TK4433,Samuel Ward,Of Counsel,1379,1278,MT0122,Ballard v. Curtis,Divorce,CL3699,Jackson-Bird,7/17/2023,90,115020,79,100962,1928,377,87.78,32.37,107,136746,1278,3/27/2024,9,Draft Motion for Ballard v. Curtis,Yes,No
TK3509,Kelly Randall,Partner,1105,967,MT7076,Walker v. Simon,Divorce,CL4700,Jared French,1/13/2024,106,102502,101,97667,1064,84,95.28,46.29,111,107337,967,2/21/2025,6,Draft Motion for Walker v. Simon,Yes,Yes
TK3102,David Clark,Associate,1012,888,MT8001,Pacheco v. Arnold,Litigation,CL6374,Andrew Luna,5/30/2024,86,76368,75,66600,1529,900,87.21,23.76,91,80808,888,6/13/2024,7,Court Appearance for Pacheco v. Arnold,No,Yes
TK5578,April Nguyen,Law Clerk,796,794,MT2520,Palmer v. Hatfield,Litigation,CL3460,Arnold and Sons,8/12/2023,142,112748,141,111954,1772,926,99.3,59.17,158,125452,794,1/26/2025,7,Document Review for Palmer v. Hatfield,Yes,No
TK5102,Jacob Aguilar,Partner,586,560,MT7703,Johnson v. Soto,Patent Filing,CL3956,"Miller, Hoover and Wolfe",12/19/2023,113,63280,103,57680,442,821,91.15,31.48,130,72800,560,6/20/2024,10,Document Review for Johnson v. Soto,No,No
TK1954,Jeffrey Beard,Law Clerk,244,199,MT9653,Robinson v. Avery,Criminal Case,CL3569,Cline Inc,2/6/2025,163,32437,145,28855,511,802,88.96,48.08,165,32835,199,10/31/2024,6,Document Review for Robinson v. Avery,Yes,Yes
TK5608,Brian Snyder,Of Counsel,1037,873,MT2052,Nelson v. Oliver,Patent Filing,CL8048,Jonathan Richard,1/4/2025,61,53253,61,53253,8,414,100,14.35,81,70713,873,2/13/2025,2,Research Case Law for Nelson v. Oliver,Yes,Yes
TK7713,Lisa Jenkins,Law Clerk,641,552,MT3499,Combs v. Castillo,Litigation,CL4826,Paula Morales,2/26/2024,91,50232,90,49680,1601,589,98.9,19.78,95,52440,552,8/3/2024,10,Document Review for Combs v. Castillo,No,Yes
TK7032,Jessica Taylor,Paralegal,1129,1034,MT1566,Ballard v. King,Divorce,CL5669,"Bird, Wong and Stanley",1/21/2025,110,113740,110,113740,1985,152,100,29.18,115,118910,1034,6/6/2024,7,Client Meeting for Ballard v. King,No,Yes
TK6677,Diana Moss,Associate,1057,977,MT5195,Watson v. Mcdaniel,Criminal Case,CL3184,Smith-Navarro,10/29/2024,115,112355,109,106493,1487,555,94.78,25.73,124,121148,977,3/29/2024,10,Court Appearance for Watson v. Mcdaniel,No,No
TK6170,Annette Shepherd,Law Clerk,875,748,MT6414,Lee v. Figueroa,Litigation,CL4294,"Kennedy, Schmitt and Richardson",10/15/2024,98,73304,95,71060,621,280,96.94,20.72,101,75548,748,10/30/2024,8,Document Review for Lee v. Figueroa,No,No
TK6723,James Allen,Partner,279,139,MT9214,Montes v. Silva,M&A,CL8016,Ramos LLC,12/28/2023,33,4587,16,2224,300,473,48.48,8.55,43,5977,139,3/19/2025,8,Court Appearance for Montes v. Silva,Yes,Yes
TK1646,Stephanie Nelson,Paralegal,840,680,MT0154,Lopez v. Koch,Divorce,CL5649,Schmidt-Cline,5/31/2023,113,76840,110,74800,695,636,97.35,29.74,125,85000,680,2/22/2025,6,Research Case Law for Lopez v. Koch,Yes,No
TK4946,Austin Moore,Law Clerk,874,789,MT6716,Stevens v. Gonzales,Divorce,CL0014,Anna Everett,2/6/2024,31,24459,29,22881,497,300,93.55,6.83,41,32349,789,7/7/2024,7,Draft Motion for Stevens v. Gonzales,Yes,Yes
TK7999,Jeffrey Pace,Of Counsel,560,522,MT7497,Powell v. Johnson,Divorce,CL1015,Edward Smith,3/31/2023,128,66816,114,59508,1382,422,89.06,43.54,142,74124,522,9/2/2024,5,Document Review for Powell v. Johnson,No,Yes
TK7410,Ms. Denise Williams,Of Counsel,278,262,MT6063,Wang v. Dickerson,Litigation,CL8912,Brown-Robles,7/8/2024,134,35108,128,33536,775,942,95.52,73.63,152,39824,262,3/6/2025,10,Court Appearance for Wang v. Dickerson,Yes,No
TK5060,Hayley Carrillo,Paralegal,375,190,MT8738,Hayes v. Smith,Litigation,CL9743,"Rivera, Stone and Cook",6/19/2024,155,29450,150,28500,1611,595,96.77,33.33,157,29830,190,9/29/2024,3,Document Review for Hayes v. Smith,No,Yes
TK3407,Angel Miller,Paralegal,1479,1331,MT5272,White v. Lane,M&A,CL3215,Johnson-Mclean,4/13/2023,196,260876,188,250228,300,410,95.92,60.87,214,284834,1331,12/7/2024,5,Draft Motion for White v. Lane,Yes,Yes
TK5326,Heather Horne,Partner,414,322,MT0448,Gould v. Harris,Litigation,CL1049,Lopez-Adkins,9/10/2024,37,11914,32,10304,902,69,86.49,12.59,45,14490,322,2/22/2025,2,Document Review for Gould v. Harris,No,Yes
TK5226,Melanie Wilson,Partner,567,427,MT7174,Blake v. Glover,M&A,CL5447,Kennedy-Yang,12/31/2023,177,75579,162,69174,892,305,91.53,107.93,194,82838,427,4/19/2024,7,Court Appearance for Blake v. Glover,Yes,No
TK7847,Jason Newman,Partner,346,156,MT0072,Munoz v. Adams,M&A,CL5397,Thompson-Lewis,9/15/2023,189,29484,171,26676,1874,923,90.48,102.16,191,29796,156,4/8/2024,2,Court Appearance for Munoz v. Adams,Yes,No
TK6454,Michael Franklin,Partner,1319,1312,MT3879,Robbins v. Bernard,Patent Filing,CL1826,Lang-Jones,10/31/2024,92,120704,92,120704,1419,145,100,42.4,105,137760,1312,9/16/2024,5,Client Meeting for Robbins v. Bernard,No,Yes
TK5962,Steven Houston,Law Clerk,303,165,MT2406,Moore v. Owens,Litigation,CL3059,Campbell PLC,1/14/2025,82,13530,75,12375,1244,866,91.46,24.33,85,14025,165,3/9/2025,8,Court Appearance for Moore v. Owens,Yes,Yes
TK7882,Bryan Pacheco,Paralegal,967,913,MT1424,Howard v. Nguyen,M&A,CL5370,Myers-Bullock,8/8/2024,89,81257,81,73953,1108,268,91.01,66.42,96,87648,913,6/18/2024,9,Court Appearance for Howard v. Nguyen,No,No
TK5531,Richard Hill,Law Clerk,1017,847,MT3369,Dixon v. Schultz,Divorce,CL5081,"Floyd, Garrett and Mcintosh",4/15/2023,102,86394,85,71995,1049,239,83.33,23.29,118,99946,847,8/30/2024,9,Document Review for Dixon v. Schultz,No,No
TK7296,Jason Foster,Associate,1078,940,MT4056,Brown v. King,Patent Filing,CL7775,Lindsey Lee,1/30/2024,151,141940,138,129720,358,186,91.39,40.59,162,152280,940,5/20/2024,7,Research Case Law for Brown v. King,No,Yes
TK8617,Lindsey Smith,Paralegal,697,497,MT2200,Wilkins v. Ellis,Divorce,CL4107,Sharon Patton,12/30/2023,109,54173,93,46221,1264,957,85.32,49.1,117,58149,497,1/12/2025,8,Research Case Law for Wilkins v. Ellis,Yes,No
TK9885,Katelyn Patrick,Associate,1477,1381,MT0666,Rocha v. Hudson,Divorce,CL9302,Huber-Adams,12/17/2023,147,203007,147,203007,837,603,100,31.14,157,216817,1381,1/13/2025,8,Draft Motion for Rocha v. Hudson,Yes,Yes
TK2996,Lauren Jimenez,Paralegal,647,612,MT9281,Martinez v. Morris,Divorce,CL1910,Gray-Smith,3/21/2023,56,34272,51,31212,1722,754,91.07,11.57,63,38556,612,11/30/2024,2,Document Review for Martinez v. Morris,Yes,Yes
TK5767,Cameron Arroyo,Paralegal,1233,1219,MT5386,Ramsey v. Sanders,Litigation,CL3473,Gonzalez LLC,11/4/2024,86,104834,79,96301,1374,162,91.86,18.45,88,107272,1219,3/11/2025,9,Draft Motion for Ramsey v. Sanders,No,No
TK5144,Melissa Adkins,Paralegal,465,292,MT7099,Williams v. Williams,Patent Filing,CL9380,Bentley PLC,7/5/2024,112,32704,100,29200,585,275,89.29,43.58,114,33288,292,10/20/2024,5,Draft Motion for Williams v. Williams,Yes,Yes
TK1952,Nicole Hernandez,Of Counsel,470,283,MT0594,Elliott v. Henry,Litigation,CL6274,Gregory Smith,1/17/2024,187,52921,176,49808,801,880,94.12,44.74,201,56883,283,1/10/2025,1,Court Appearance for Elliott v. Henry,Yes,Yes
TK1655,Dr. Elizabeth Singh,Partner,1356,1343,MT8788,Winters v. Evans,Litigation,CL6941,Kenneth Jones,5/5/2024,42,56406,38,51034,2,635,90.48,18.5,45,60435,1343,11/12/2024,7,Research Case Law for Winters v. Evans,Yes,No
TK2163,Jeanne Howard,Associate,777,777,MT6859,Choi v. Jackson,M&A,CL6371,Stevens-Lindsey,4/11/2024,164,127428,153,118881,1525,47,93.29,68.33,174,135198,777,2/8/2025,2,Court Appearance for Choi v. Jackson,Yes,No
TK1279,Mark Thompson,Law Clerk,1252,1157,MT5345,Thomas v. Robinson,Patent Filing,CL9229,Dr. Kristen Watkins,10/19/2023,54,62478,52,60164,310,813,96.3,18,62,71734,1157,8/19/2024,7,Court Appearance for Thomas v. Robinson,No,Yes
TK2075,Donald Leach,Partner,416,370,MT6640,Turner v. Turner,Divorce,CL6752,Howard and Sons,5/6/2024,175,64750,158,58460,4,18,90.29,43.64,175,64750,370,9/27/2024,8,Document Review for Turner v. Turner,No,Yes
TK8804,Dawn Miller,Paralegal,1046,984,MT3663,Lopez v. Johnson,Criminal Case,CL8828,Moore-Miller,12/3/2023,103,101352,102,100368,545,279,99.03,20.93,117,115128,984,5/29/2024,10,Client Meeting for Lopez v. Johnson,Yes,No
TK7715,Natasha Cantu,Of Counsel,503,470,MT2559,Hutchinson v. Donaldson,Patent Filing,CL2383,Pittman-Eaton,5/21/2023,105,49350,90,42300,692,488,85.71,50.24,116,54520,470,6/28/2024,9,Draft Motion for Hutchinson v. Donaldson,Yes,Yes
TK2017,Laura Williamson,Of Counsel,160,82,MT8064,Bell v. Garcia,Litigation,CL7635,William Mosley,1/9/2024,194,15908,186,15252,1004,783,95.88,39.92,194,15908,82,1/21/2025,6,Draft Motion for Bell v. Garcia,No,Yes
TK0451,Joshua Fernandez,Of Counsel,629,611,MT0200,Brooks v. Berry,Divorce,CL6791,Colon-Ray,8/12/2023,168,102648,156,95316,875,25,92.86,35.97,170,103870,611,11/20/2024,8,Court Appearance for Brooks v. Berry,No,Yes
TK2158,Natasha Galvan,Law Clerk,734,606,MT4212,Adams v. Smith,Litigation,CL2682,"Gonzalez, Meyer and Rice",3/5/2024,78,47268,59,35754,519,276,75.64,31.58,86,52116,606,8/21/2024,10,Document Review for Adams v. Smith,Yes,Yes
TK6497,Brooke Schmidt,Partner,718,634,MT0726,Benton v. Chapman,Divorce,CL0267,Rodriguez-Perez,11/23/2023,188,119192,184,116656,326,82,97.87,142.42,199,126166,634,5/26/2024,6,Research Case Law for Benton v. Chapman,No,Yes
TK7210,Molly Evans,Paralegal,744,720,MT6543,Byrd v. Adams,M&A,CL0677,Martin PLC,10/2/2023,171,123120,152,109440,224,770,88.89,91.44,187,134640,720,8/30/2024,1,Client Meeting for Byrd v. Adams,No,No
TK4837,Shelby Russell,Partner,440,349,MT1188,Cox v. Sexton,Divorce,CL2820,Erica Williams,1/11/2025,140,48860,121,42229,863,754,86.43,100,153,53397,349,4/3/2024,2,Draft Motion for Cox v. Sexton,Yes,No
TK6369,Heather Carter,Law Clerk,709,680,MT9481,Pearson v. Morris,Patent Filing,CL3954,Johnson PLC,8/6/2023,43,29240,34,23120,420,495,79.07,22.63,54,36720,680,9/18/2024,6,Client Meeting for Pearson v. Morris,Yes,No
TK5745,Kenneth Patrick,Partner,270,129,MT8892,Miller v. Fischer,Divorce,CL0037,Watson and Sons,9/15/2023,128,16512,116,14964,637,814,90.62,58.72,139,17931,129,6/25/2024,10,Research Case Law for Miller v. Fischer,No,No
TK5214,Jennifer Huynh,Law Clerk,1334,1211,MT5268,Cooper v. Campbell,M&A,CL1192,Anderson-Washington,2/29/2024,63,76293,48,58128,89,621,76.19,34.62,78,94458,1211,4/12/2024,3,Document Review for Cooper v. Campbell,Yes,Yes
TK6026,Jason Stanton,Paralegal,1134,1093,MT5762,Russell v. Williams,Litigation,CL1229,Aguirre-Price,11/10/2024,152,166136,152,166136,1939,582,100,46.34,163,178159,1093,11/4/2024,7,Research Case Law for Russell v. Williams,Yes,Yes
